11457,34
11459,119
1146,101
1146,57
11465,139
11466,9
1147,115
11473,76
11473,96
11475,93
11475,94
11479,92
11481,22
11482,68
11485,25
11485,87
11494,11
11494,74
11494,87
11496,33
11496,73
11498,90
11500,144
11501,146
11501,76
11512,104
11516,68
11516,85
11517,85
11517,93
11520,57
11520,90
11524,14
11529,91
11537,123
11537,74
11537,85
11538,38
11542,30
11542,74
11553,153
11555,19
11558,101
11558,60
11562,97
11566,94
11569,33
11571,121
11571,155
11576,68
11578,104
11578,144
11578,43
11578,81
1158,1
11580,156
11585,43
11591,14
11591,85
11593,121
11593,143
11596,39
11596,91
11606,133
11607,97
11608,34
11608,73
11616,74
11617,57
11618,155
11618,9
11619,128
1162,23
11621,142
11623,142
11629,33
11629,56
11632,25
11634,11
11639,137
11640,28
11641,32
11641,43
11641,53
11645,48
1165,53
11655,9
11656,90
11661,0
11663,35
11668,43
11669,30
1167,15
11675,25
11682,97
11687,124
11688,39
11689,116
11689,76
1169,57
11690,87
11691,68
11697,39
11698,91
117,156
11702,120
11710,155
11712,14
11712,60
11716,34
11717,14
11717,68
11717,94
1172,11
1172,5
11725,146
11725,34
11726,53
11728,142
11730,35
11733,119
11734,56
11735,81
11736,146
11738,23
11739,39
11740,74
11740,76
11743,1
11743,23
11747,23
11748,119
11748,127
11748,90
11749,92
11750,35
11752,139
11752,22
11753,76
11757,33
11766,14
11767,137
11770,124
11774,121
11776,39
11777,90
1178,39
11784,15
11784,23
1179,120
11790,133
11790,155
11791,5
11800,87
11805,90
11806,85
11807,128
11809,15
11811,17
11814,56
11824,120
11825,133
11826,137
11827,85
11830,59
11832,14
11837,85
11838,5
11839,38
1184,53
1184,96
11840,25
11844,81
11863,32
1187,120
11872,43
11874,101
11879,5
11879,92
11882,9
11892,76
11893,0
11908,133
11910,128
11910,9
11912,60
11916,93
11919,61
11922,79
11931,11
11931,61
11933,116
11940,15
11941,5
11943,52
11945,119
11945,14
11946,97
1195,30
1195,53
11951,1
11954,15
11963,97
11969,19
11973,39
11975,121
11978,123
11985,9
11987,156
11987,18
11988,60
11994,133
12017,128
12017,53
1202,128
1202,155
12024,0
12024,103
12024,153
12025,90
12026,49
12031,97
12032,23
12032,74
12032,96
12054,7
12054,90
12056,0
12056,53
12056,5
12057,79
12060,104
12062,143
12067,142
12073,103
12073,139
12075,124
12075,94
12079,79
1208,93
12085,38
12088,76
12090,32
12091,116
12094,96
12096,81
12098,97
12102,53
12110,11
12113,43
12114,82
12115,116
12115,7
12115,97
12116,11
1212,137
12121,60
12122,92
12125,116
12128,34
12143,91
12147,97
12157,76
12164,60
12165,15
12167,119
12167,7
12168,7
12169,139
12169,35
1217,81
12171,33
1218,32
12195,142
12196,74
12196,76
12199,121
12201,133
12204,74
12207,68
12208,121
12208,15
1221,19
12214,1
12219,91
12229,94
12231,15
12231,56
12231,74
12231,82
1224,35
12241,73
12243,142
12243,85
12246,133
12247,116
12249,25
12250,87
12251,25
12262,23
12264,32
12265,76
12266,120
12270,92
12274,96
12278,68
12278,93
12282,34
12283,5
12293,97
12300,7
12304,120
12304,7
12306,5
1231,5
12311,14
12311,15
12311,1
12311,20
12313,104
12318,14
12318,25
12320,103
12325,1
12329,104
12329,57
12329,96
12330,60
12332,32
12340,96
12349,85
12355,56
12356,52
1236,93
12365,82
12370,61
12379,17
12381,18
12381,22
12388,0
12392,9
12398,94
12399,120
12399,156
12401,103
12421,94
12429,101
12431,53
12436,14
12440,53
12440,96
12448,55
12448,81
12450,81
12451,104
12451,68
12451,92
12452,61
12455,128
12455,73
12462,15
12464,87
12473,142
12473,17
1249,18
1249,5
12497,87
125,74
12504,81
12504,91
12508,79
12510,87
12511,133
12511,14
12518,92
12525,94
12528,53
12531,39
12538,143
1254,90
12540,156
12540,22
12544,79
12547,119
12547,143
12549,127
12549,97
1255,90
12550,22
12550,34
12551,104
12551,120
12552,121
12553,19
12553,76
1256,146
12562,156
12562,32
12570,155
12572,23
12572,79
12574,143
12577,137
12577,60
12578,92
12579,25
12579,34
12580,104
12585,123
12587,142
12587,155
12587,19
12588,14
12588,81
1259,143
1259,33
12593,124
12593,73
1260,53
12601,144
12605,156
12606,120
12606,22
12608,56
12608,96
12609,91
12612,39
12613,94
12616,35
12620,87
12621,142
12622,34
12622,79
12625,93
12628,156
12633,5
12634,52
12634,82
12636,104
12636,57
12636,7
12638,121
12639,73
1264,73
12640,120
12640,34
12640,85
12644,119
12644,79
12649,91
12651,9
12655,61
12660,104
12669,91
1267,56
12674,121
12675,30
12676,79
12678,81
12678,92
12679,9
1268,18
12681,7
12681,74
12687,76
12699,39
12699,90
127,90
12707,15
12709,116
12711,96
12715,30
12720,39
12722,1
12722,19
12722,53
12725,104
12726,104
1273,123
1273,89
12734,91
12736,17
12739,120
12742,79
12744,74
12746,91
12748,18
1275,23
1275,32
12755,39
12758,38
12762,7
12765,43
12765,9
12768,123
12770,116
12777,133
12781,155
12781,28
12782,17
12785,142
12787,137
1279,22
12791,90
12792,96
12798,25
12802,156
12806,38
12807,146
12807,81
12809,33
12810,11
12810,15
12810,82
12815,91
12816,11
12816,14
12826,94
12827,19
12832,93
12833,116
12844,120
12849,128
1285,48
12853,14
12857,90
12858,85
12859,116
12859,90
12861,17
12861,19
12862,139
12865,142
12865,53
12865,85
12867,120
12873,97
12875,39
12886,61
1289,57
1289,74
1289,76
12892,143
12898,143
12898,156
12903,7
12913,137
12913,18
12924,19
12924,49
12927,124
12933,142
12933,79
12939,73
12947,85
12951,80
12953,96
12954,93
12956,137
12956,153
12959,69
12959,85
12959,87
1296,116
12963,104
12963,120
12967,53
12969,90
12972,76
12976,52
12977,32
12977,43
1298,7
12981,139
12981,18
12981,82
12983,137
12984,92
12986,133
12990,19
12990,53
12993,119
12993,7
13,156
13002,39
13005,124
13011,82
13015,156
13015,79
13015,90
13016,35
13019,82
13022,104
13038,5
13042,79
13048,133
13048,90
13049,57
13050,119
13052,139
13053,120
13053,53
13056,87
13063,59
13065,53
1308,82
1308,96
13088,49
13090,119
13091,155
13094,143
13097,101
13097,43
1310,18
13100,73
13100,96
13103,127
13103,56
13113,43
13117,121
13117,68
13122,82
13123,56
13125,87
13135,143
13135,92
13136,101
13144,79
13147,103
13148,103
13148,17
1315,61
13155,33
13161,18
13163,17
13167,97
13171,48
13184,19
13188,90
1319,25
13195,5
132,82
1320,146
1320,39
13205,97
13206,15
13211,7
1322,142
13221,39
13225,28
13231,124
13234,11
13235,121
13235,9
13238,25
13245,5
13247,61
13265,91
13265,97
13266,23
13270,119
13270,76
13274,142
13278,116
13284,119
13290,5
13297,121
133,93
13303,116
13305,23
13307,53
13309,22
13309,32
1331,9
13312,143
13314,91
13322,137
13323,156
13328,155
13332,93
13334,76
13336,22
13336,79
13338,146
1334,23
13342,127
13342,85
13343,101
13343,1
13343,35
13343,53
13344,128
13346,91
13347,9
1335,156
13350,18
13354,33
13363,128
13363,5
13363,73
13364,56
13366,81
13366,90
13369,76
13382,119
13385,57
13385,96
13389,1
13396,155
134,82
13404,68
13408,23
13413,32
13414,61
13415,68
13419,81
13421,119
13422,119
13422,92
13427,97
13428,116
13429,155
1343,91
13431,33
13432,15
13434,19
13435,146
13438,127
13440,43
13445,76
13450,76
13451,90
13459,101
13459,57
13463,94
13469,104
1347,38
13477,91
13480,120
13485,68
13489,73
1349,96
13490,19
13493,142
13494,11
13495,121
13497,155
13499,33
13502,93
1351,143
13510,19
13510,93
13512,18
13512,73
13517,121
13519,17
13520,92
13526,90
13541,133
13541,87
13544,123
13544,96
13546,79
13549,104
13551,19
13558,0
13558,73
1356,127
13560,38
13562,146
13563,35
13568,91
13572,11
13573,19
13580,14
1359,124
13592,92
13598,96
136,57
13601,97
1361,125
1361,79
13610,133
13611,139
13612,14
13618,7
1362,143
13620,48
13620,82
13621,139
13622,128
13624,137
13624,23
13626,57
13633,34
13633,43
13636,101
13636,92
13637,61
13639,38
1364,14
1364,90
13648,81
1365,5
13660,34
13661,156
13676,76
13679,57
13680,11
13682,144
13682,90
13683,39
1369,87
13690,49
13695,5
13698,81
13699,38
1370,48
13702,19
13704,14
13716,22
13716,92
13719,156
13724,121
13724,56
13728,19
13734,5
13734,74
13736,34
13739,9
13740,94
13743,104
13743,127
13743,146
13743,93
13744,90
13753,142
13754,120
13759,7
13763,133
13765,103
1377,34
13783,5
13788,14
13788,91
13789,116
13794,25
13795,133
13796,87
13799,68
138,143
138,39
13800,61
13804,18
13807,68
13808,143
13811,97
13813,5
13818,19
13819,91
1382,39
13823,90
13828,94
13828,96
13829,18
13831,143
13831,48
13832,82
13846,35
13850,38
13851,35
13854,144
13854,87
13867,19
1387,97
13870,30
13873,155
13875,87
13880,17
13884,91
13889,127
13894,39
13895,1
13896,9
13899,34
13905,0
13913,79
13913,81
13914,32
13917,155
13919,57
1392,137
13921,143
13921,156
13923,34
13925,68
13931,48
13940,120
13946,128
13948,145
13950,48
13959,137
13961,139
13968,53
13969,92
13971,91
13977,143
13981,121
13984,133
13984,23
13990,124
13990,139
13990,34
14,119
14,127
140,14
14001,139
14005,120
14009,11
14009,49
14011,101
14016,120
14016,91
14017,153
14017,68
14024,32
14028,156
14028,76
14030,116
14033,139
14034,76
14034,9
14041,128
1405,43
14051,96
14054,76
14055,55
14056,25
14057,15
14057,85
14058,7
14060,11
14060,33
14063,11
14063,133
14067,23
14071,155
14071,87
14072,34
14072,81
14076,19
1408,101
14082,22
14082,92
14083,101
14085,14
14085,15
14085,85
14086,34
14090,56
14091,74
14092,52
14092,68
14092,7
14096,89
14097,143
14099,15
14099,87
14099,9
141,38
14105,90
14110,142
14110,56
14110,93
14112,139
14115,56
1412,74
14123,33
14125,32
1413,121
14131,11
14132,74
14134,120
14139,120
14139,87
14140,32
14142,0
14142,128
14143,116
14148,116
14150,17
14150,82
14152,91
14153,39
1416,155
14162,76
14163,25
14164,55
14169,73
14172,121
14176,146
14179,79
14180,33
14184,35
14191,68
14194,56
14194,93
1420,146
14205,142
14205,1
14206,23
14211,7
14213,33
14216,156
14226,60
14230,92
14231,155
14236,17
14236,87
14236,93
14240,85
14241,116
14249,119
14251,79
14252,73
14254,15
14254,96
14260,133
14261,22
14271,32
14278,155
14279,38
1428,0
1428,73
1428,92
14282,94
14288,1
14292,87
143,119
143,18
143,32
143,38
14301,120
14305,156
14305,33
14308,142
14317,127
14318,97
14319,15
14319,87
14326,82
14326,96
14335,96
14338,133
14338,32
14339,0
14343,119
14344,121
14344,43
1435,121
14351,145
14357,121
14357,28
14357,73
14357,9
14360,22
14361,1
14366,38
14366,57
14366,7
14370,39
14372,116
14374,137
1438,74
14384,139
14384,142
14386,146
14389,120
14393,91
14395,82
14395,9
14397,94
144,25
14402,76
14403,101
1441,133
14413,17
14413,5
14420,11
14420,133
14420,23
14421,0
14421,133
14421,81
14423,124
14424,25
14425,133
14429,74
14429,85
14431,73
14435,56
14436,96
14437,127
14438,38
14450,155
14450,33
14454,34
14458,156
14458,74
14459,93
14464,7
14465,146
14467,35
14474,7
14474,92
14476,61
14476,91
14477,74
14481,73
14484,79
14489,85
14490,92
14493,142
14494,133
14496,7
14502,60
14503,156
14512,68
14513,90
14514,61
14528,52
14531,82
14534,119
14536,87
14538,90
1454,35
14540,1
14544,137
14545,39
14553,35
14554,81
14556,101
14556,35
1456,60
14566,142
14569,127
14570,23
14571,14
14577,92
14579,139
14580,127
14590,146
14593,155
14598,28
14599,104
146,82
14607,5
14609,127
14611,94
14613,48
14618,101
1463,142
14630,91
14631,79
14641,124
14644,155
14650,60
1466,60
14660,79
14661,17
14667,146
14667,22
1467,146
14670,0
14670,52
14676,143
14679,14
14682,155
14683,61
1469,11
1469,60
14694,127
1470,17
14708,79
14736,85
14740,74
14746,82
14749,139
14749,25
14751,96
1476,142
1476,53
14774,139
14782,25
14784,23
14784,35
14785,48
14786,143
14786,96
1479,104
14790,34
14792,101
14794,79
14794,97
14796,143
14797,87
14798,23
14803,15
14809,156
14821,25
14822,97
14823,91
14826,116
14830,79
14849,68
14849,73
14849,87
14849,93
14853,89
14854,146
14858,96
14859,15
14859,32
14863,128
14869,127
14869,155
14869,59
14869,94
1487,97
14871,153
14877,14
14878,90
1488,119
14881,23
14897,143
1490,74
14908,139
1491,57
14914,155
1492,28
14921,119
14921,35
14929,90
14931,137
14931,5
14931,81
14932,7
14935,120
14939,32
14941,139
14945,116
14945,1
14946,53
14948,146
14949,17
14952,82
14952,87
14971,5
14975,155
14975,74
1498,1
1498,57
1498,74
14980,139
14980,79
14981,104
14984,76
14987,128
14987,34
14988,19
1499,143
14993,48
15000,68
15004,97
15006,18
15007,81
15011,76
15012,38
15014,48
15024,123
15025,48
15027,14
1503,1
15039,101
15039,90
15041,0
15041,76
15046,23
15046,39
15047,17
15047,33
15047,7
15049,5
15053,32
15055,73
15056,133
15058,92
15060,156
15060,91
15063,94
15065,1
15070,96
15071,156
15072,90
15073,11
15074,17
15075,97
15076,43
15076,94
15083,25
15091,91
15092,17
15092,34
15093,139
15095,92
151,7
15103,39
15106,142
15121,68
15122,43
15123,120
15127,128
15144,121
15146,32
15147,17
15151,73
15152,23
15152,33
15153,22
1516,73
15161,18
15164,128
15166,90
15167,128
15169,18
15171,18
15173,19
15175,48
15175,56
15179,120
15181,9
15182,92
15185,155
15185,76
15187,101
15188,34
1519,156
15194,137
1520,0
1520,87
15203,9
15211,90
15214,119
1522,96
15222,79
15226,128
15229,127
15231,101
15231,137
15231,96
15232,85
15233,91
15234,104
15234,82
15236,92
15237,43
15241,17
15242,155
15242,156
15243,155
15252,9
15255,137
15255,17
15257,22
15258,53
15258,90
15260,90
15262,11
15262,155
15262,56
15270,56
15271,38
15271,87
15274,48
15277,76
15277,81
15278,7
15283,61
15284,133
15284,7
15284,90
15287,119
15291,57
15292,35
15295,116
15299,60
15300,43
15304,38
15305,146
15313,23
15314,90
15319,7
15320,52
15321,124
15321,53
15328,142
1533,128
15330,32
15333,91
15339,155
15339,60
1534,49
15340,0
15340,96
15342,120
15345,43
15348,23
1535,96
15358,48
15359,43
1536,143
15360,143
15362,53
15368,91
15369,101
15371,137
15373,0
15377,93
15379,121
15379,17
1538,156
1538,87
15382,87
15394,25
15395,76
1540,93
15400,18
15401,146
15405,15
15405,1
15415,119
15416,127
15416,23
15416,74
15420,57
15420,96
15428,91
1543,144
1543,14
15433,38
15436,101
15436,81
15448,121
15448,76
15449,14
15449,5
15453,137
15455,76
15455,82
15457,137
15458,5
15458,91
15458,9
15461,32
15463,93
15469,22
15475,142
15475,7
15476,101
15478,87
15478,90
15479,133
1548,32
15480,116
15482,146
15482,33
15483,18
15483,94
1549,56
1549,97
15490,22
15490,68
15492,61
15496,124
15499,90
1550,28
15500,97
15503,139
15503,43
15503,91
15507,156
15507,28
15508,30
1551,128
1551,35
15513,119
15523,19
1553,5
15532,38
15533,79
15536,91
15542,85
15546,96
15550,1
15556,1
15556,56
1556,133
1556,60
15560,22
15563,79
15564,52
15565,104
15565,38
15586,92
15588,56
15590,11
15590,18
15594,121
15594,133
15594,90
15597,22
15606,116
15608,32
15612,127
15617,103
15617,61
15617,76
15621,101
15623,74
15639,17
15642,22
15643,143
15643,87
15647,92
15649,103
15653,143
15662,22
15664,48
15667,0
1567,104
15671,92
15678,123
15680,74
15687,90
15687,93
15691,33
15693,90
1570,74
15700,38
15703,11
15703,124
15703,128
15710,97
15716,119
15716,96
1572,85
15721,33
15721,38
15722,35
15724,74
15726,19
15729,137
15729,7
1573,155
15730,48
15731,25
15731,85
15732,116
15736,17
15738,18
15741,119
15746,48
15750,90
15751,156
15751,34
15755,79
15758,120
15760,142
15777,93
15778,74
15780,33
15789,120
15796,39
15796,68
15797,155
15797,1
15800,133
15813,81
15819,43
15823,137
15823,38
1583,39
15833,146
15834,17
15837,128
15840,60
15843,96
15846,116
15851,133
15851,146
15857,90
15859,121
1586,97
15867,142
15874,7
15880,82
15883,133
15885,137
15886,79
15887,144
15888,92
15890,0
15895,79
15899,74
15902,76
15905,18
15905,56
15909,38
15910,33
15914,119
15916,133
15919,7
15928,19
15942,137
15943,81
15945,133
1595,82
15950,156
15951,79
15957,5
15965,119
15965,1
15967,17
15977,23
15977,43
15977,79
15979,91
1598,57
15984,32
15988,142
15990,1
15992,23
15996,18
15996,39
16002,53
16005,87
16007,92
16010,35
16014,15
16015,18
16016,143
16017,142
16019,139
1602,5
16026,11
16027,68
16034,15
16034,156
16034,39
16039,7
1604,79
1604,90
1604,93
16040,156
16040,74
16043,23
16043,34
16045,23
16049,55
16050,74
16051,9
16054,133
16054,68
16056,92
16059,17
16063,56
16073,128
16075,35
16081,49
16088,133
16097,120
1610,22
1610,87
16102,121
16105,120
1611,124
16111,91
16113,127
16116,116
16120,34
16123,19
16126,15
16132,34
16133,76
16137,143
16138,107
16139,153
16140,32
16141,22
16145,139
16145,56
16146,116
16151,104
16151,82
16152,76
16159,156
16159,43
1616,7
16162,119
16164,15
16167,38
16167,81
16171,68
16171,97
16181,119
16181,120
16186,23
16194,17
16194,35
16194,90
16205,137
16205,9
16211,18
16219,60
16231,120
16231,34
16248,128
16249,156
16249,60
1625,142
16253,30
16254,146
16255,93
16255,94
16259,92
16259,93
1626,133
16261,61
16262,68
16265,121
16265,17
16265,94
16268,25
16275,53
16278,23
16279,119
16280,155
16301,22
16306,156
16307,43
16312,89
16314,5
16314,60
16316,87
16319,68
16322,5
16325,121
16330,19
16332,15
16336,74
16336,87
16338,1
16338,22
1634,15
1634,81
16341,18
16343,48
16346,73
1635,87
16351,32
16353,34
16353,59
16354,76
16358,18
16358,85
16358,94
16361,133
16361,85
16367,85
1637,145
1637,82
16391,14
16392,48
16395,94
16397,155
16397,1
16398,34
16403,39
16407,155
16408,93
16409,80
16410,85
16415,33
16429,74
16432,35
16433,121
16437,60
16438,7
16444,22
16445,81
16451,137
16451,96
16454,146
16454,94
16454,97
16455,23
16458,23
16461,0
16461,61
16466,90
16469,156
1647,120
16472,0
16472,48
16476,9
16480,32
16484,94
16487,101
16488,93
16489,22
16489,93
16490,74
16490,97
16496,96
16503,34
16503,82
16508,142
16508,92
16509,22
16513,32
16518,25
16522,76
16526,60
16526,81
16527,23
16529,101
1653,15
1653,35
16531,1
16534,56
16537,68
16539,35
16548,143
16548,87
16550,5
16551,49
16552,116
16555,101
16556,120
16557,143
16559,155
16560,133
16562,11
16566,68
16570,14
16571,81
16574,15
16575,9
16578,73
16582,76
16583,32
16584,76
16590,90
16597,7
16598,91
16599,142
166,60
16604,116
16604,92
16605,101
16607,73
16609,53
16612,82
16618,23
16618,56
16624,128
16636,0
16644,60
16649,35
16649,90
16649,9
1665,85
16652,101
16657,11
16658,79
1666,43
16662,33
16663,93
16668,137
16669,74
16674,96
16676,57
16677,155
16679,142
16679,5
16682,23
16687,101
16706,116
16707,96
16711,128
16719,143
16729,60
16732,103
16732,25
16734,97
16735,156
16735,73
16738,127
16738,96
16739,1
16739,93
16745,17
16747,0
16747,124
1675,96
16754,96
16755,92
16766,22
1677,87
16771,139
16771,7
16773,104
16773,153
16774,123
16774,133
1678,143
1678,82
16782,1
16786,121
16786,82
16790,74
16791,18
16791,82
16796,38
1680,121
1680,124
1680,15
16802,53
16807,127
16807,68
16809,38
16814,14
16814,49
16815,123
16815,19
16820,101
16822,14
16826,15
16828,14
1683,91
16836,153
1685,119
1685,124
1685,23
16851,104
16851,90
16852,17
16854,96
16854,97
16867,5
16867,7
16869,115
16870,32
16870,93
16874,89
16877,101
16877,18
16880,153
16883,7
16888,116
16888,127
16888,137
16888,56
1689,139
16897,81
16898,11
16898,94
1690,101
16903,121
16907,142
16912,92
16918,7
16918,79
16924,124
16924,94
16926,90
16929,92
16937,103
16942,60
16948,116
16949,142
16949,153
16951,60
16951,81
16952,11
16952,34
16956,144
16956,91
16956,9
16958,101
16958,155
16968,39
16971,22
16971,56
16973,155
16979,19
16981,96
16983,15
16985,56
16985,96
16989,125
16989,96
16993,53
16995,91
16997,119
16998,61
16999,127
1700,127
17005,97
17006,116
17008,155
17009,155
17009,5
17012,76
17014,43
17014,68
17016,116
17017,142
17017,30
17018,23
17022,32
17022,35
17029,92
17030,82
17031,9
17034,23
17034,85
1704,34
17040,33
17040,56
17040,61
17040,79
17052,33
17052,38
17053,155
17058,91
17059,124
1706,120
1706,142
1706,73
1707,101
17070,7
17070,92
17073,119
17075,143
17075,73
1708,1
17084,92
17093,1
17100,23
17105,79
17106,25
1711,146
1711,5
17110,18
17114,19
17114,23
1712,91
17120,146
17123,74
17123,82
17123,94
17129,60
17130,11
17137,39
17141,142
17144,85
1715,155
1716,96
17160,120
17161,7
17163,18
17163,68
17166,60
17171,48
17172,0
17172,137
17173,120
17173,155
17173,5
17188,90
17193,9
17195,68
17196,90
172,11
172,119
17201,127
17205,32
17207,33
17212,139
17214,87
17219,120
17222,15
17225,28
17229,17
17234,56
17234,57
17235,121
17248,17
17257,22
17260,82
17264,116
17265,139
17268,142
17270,142
17270,61
17272,142
17272,53
17276,119
17276,156
17277,96
17278,9
17280,73
17286,22
17287,153
17293,143
17298,119
1730,7
17300,1
17303,74
17304,133
17306,142
1731,17
17311,79
17312,35
17316,139
17316,9
17318,74
17318,82
17319,15
17326,15
17328,127
17328,146
1734,38
17346,68
17350,155
17350,61
17357,101
17361,32
17361,35
17362,104
17362,127
17366,25
17368,143
17371,143
17371,92
17377,93
17379,121
17382,61
17382,91
17384,82
17387,17
17388,0
17388,94
17392,23
1740,53
17401,133
17401,15
17402,94
17403,0
17406,35
17407,94
17409,52
17411,34
17413,22
17420,144
17428,82
17428,97
17429,155
17431,93
17432,119
17432,155
17435,87
17443,22
17444,19
17447,73
17455,104
17456,74
17457,120
17462,128
17465,1
17466,53
17466,82
17467,1
17469,142
17470,133
17476,18
17476,85
17477,14
17477,73
17479,121
1748,121
1748,14
17485,85
17490,142
17491,127
17491,18
17492,143
17492,94
17494,68
17495,156
17496,14
17502,121
17502,18
17502,91
17503,133
17504,9
17505,116
17513,142
17513,73
17514,34
17516,155
17516,87
17517,139
17517,49
17518,94
17521,97
17523,18
17526,48
17528,96
17532,133
17536,5
17542,144
17543,104
17552,15
17553,25
17562,43
17564,128
17564,14
17569,133
17569,32
17574,22
17575,87
17577,127
17577,18
17578,128
1758,142
17582,17
17582,32
17582,74
17582,81
17592,116
